categoria,regiao,local,endereco,data,hora,atracao,djs_intervalo
Palcos e Pistas,Palcos ZS,Palco Grajaú,"R. Prof. Oscar Barreto Filho, 252 - Parque América",24/05/2026,00:00,DJ Andrezinho,
Palcos e Pistas,Palcos ZS,Palco Grajaú,"R. Prof. Oscar Barreto Filho, 252 - Parque América",24/05/2026,10:00,Mana Bela,
Palcos e Pistas,Palcos ZS,Palco Grajaú,"R. Prof. Oscar Barreto Filho, 252 - Parque América",24/05/2026,12:00,Fênix (funk das antigas),
Palcos e Pistas,Palcos ZS,Palco Grajaú,"R. Prof. Oscar Barreto Filho, 252 - Parque América",24/05/2026,14:30,Fleezus,
Palcos e Pistas,Palcos ZS,Palco Grajaú,"R. Prof. Oscar Barreto Filho, 252 - Parque América",24/05/2026,16:30,Tasha e Tracie,
Palcos e Pistas,Palcos ZS,Palco Grajaú,"R. Prof. Oscar Barreto Filho, 252 - Parque América",24/05/2026,18:00,DJ Andrezinho,
Palcos e Pistas,Palcos ZS,Palco Heliópolis/Ipiranga,"Av. Almirante Delamare, 1337 - Vila Heliópolis",23/05/2026,17:00,Nego Zé,
Palcos e Pistas,Palcos ZS,Palco Heliópolis/Ipiranga,"Av. Almirante Delamare, 1337 - Vila Heliópolis",23/05/2026,18:00,DJ Seth 011,
Palcos e Pistas,Palcos ZS,Palco Heliópolis/Ipiranga,"Av. Almirante Delamare, 1337 - Vila Heliópolis",23/05/2026,19:30,Filho do Piseiro,
Palcos e Pistas,Palcos ZS,Palco Heliópolis/Ipiranga,"Av. Almirante Delamare, 1337 - Vila Heliópolis",23/05/2026,21:30,Cristiano Pipow,
Palcos e Pistas,Palcos ZS,Palco Heliópolis/Ipiranga,"Av. Almirante Delamare, 1337 - Vila Heliópolis",24/05/2026,00:00,DJ Seth 011,
Palcos e Pistas,Palcos ZS,Palco Heliópolis/Ipiranga,"Av. Almirante Delamare, 1337 - Vila Heliópolis",24/05/2026,10:00,Grupo Mania,
Palcos e Pistas,Palcos ZS,Palco Heliópolis/Ipiranga,"Av. Almirante Delamare, 1337 - Vila Heliópolis",24/05/2026,12:00,Moa Bina,
Palcos e Pistas,Palcos ZS,Palco Heliópolis/Ipiranga,"Av. Almirante Delamare, 1337 - Vila Heliópolis",24/05/2026,14:30,Dy Primeira,
Palcos e Pistas,Palcos ZS,Palco Heliópolis/Ipiranga,"Av. Almirante Delamare, 1337 - Vila Heliópolis",24/05/2026,16:30,Vitor Fernandes,
Palcos e Pistas,Palcos ZS,Palco Jardim Myrna,"Av. Antonio Carlos Benjamin dos Santos, 2945 - Jardim Myrna",23/05/2026,18:00,DJ Liside,
Palcos e Pistas,Palcos ZS,Palco Jardim Myrna,"Av. Antonio Carlos Benjamin dos Santos, 2945 - Jardim Myrna",23/05/2026,19:30,Cintura de Mola,
Palcos e Pistas,Palcos ZS,Palco Jardim Myrna,"Av. Antonio Carlos Benjamin dos Santos, 2945 - Jardim Myrna",23/05/2026,21:30,Paula Mattos,
Palcos e Pistas,Palcos ZS,Palco Jardim Myrna,"Av. Antonio Carlos Benjamin dos Santos, 2945 - Jardim Myrna",24/05/2026,00:00,DJ Liside,
Palcos e Pistas,Palcos ZS,Palco Jardim Myrna,"Av. Antonio Carlos Benjamin dos Santos, 2945 - Jardim Myrna",24/05/2026,10:00,Bia Soceck,
Palcos e Pistas,Palcos ZS,Palco Jardim Myrna,"Av. Antonio Carlos Benjamin dos Santos, 2945 - Jardim Myrna",24/05/2026,12:00,Felipe e Rodrigo,
Palcos e Pistas,Palcos ZS,Palco Jardim Myrna,"Av. Antonio Carlos Benjamin dos Santos, 2945 - Jardim Myrna",24/05/2026,14:30,Jeito Moleque,
Palcos e Pistas,Palcos ZS,Palco Jardim Myrna,"Av. Antonio Carlos Benjamin dos Santos, 2945 - Jardim Myrna",24/05/2026,16:30,Pixote,
Palcos e Pistas,Palcos ZS,Palco M'Boi Mirim,"Av. Luiz Gushiken, 2140 - Chácara Santana",23/05/2026,17:00,Tirambaço,
Palcos e Pistas,Palcos ZS,Palco M'Boi Mirim,"Av. Luiz Gushiken, 2140 - Chácara Santana",23/05/2026,18:00,DJ Bulgarelli,
Palcos e Pistas,Palcos ZS,Palco M'Boi Mirim,"Av. Luiz Gushiken, 2140 - Chácara Santana",23/05/2026,19:30,Dexter + EdiRock,
Palcos e Pistas,Palcos ZS,Palco M'Boi Mirim,"Av. Luiz Gushiken, 2140 - Chácara Santana",23/05/2026,21:30,Israel e Rodolfo,
Palcos e Pistas,Palcos ZS,Palco M'Boi Mirim,"Av. Luiz Gushiken, 2140 - Chácara Santana",24/05/2026,00:00,DJ Bulgarelli,
Palcos e Pistas,Palcos ZS,Palco M'Boi Mirim,"Av. Luiz Gushiken, 2140 - Chácara Santana",24/05/2026,10:00,Darlan,
Palcos e Pistas,Palcos ZS,Palco M'Boi Mirim,"Av. Luiz Gushiken, 2140 - Chácara Santana",24/05/2026,12:00,Pagode dos Ex,
Palcos e Pistas,Palcos ZS,Palco M'Boi Mirim,"Av. Luiz Gushiken, 2140 - Chácara Santana",24/05/2026,14:30,Duquesa,
Palcos e Pistas,Palcos ZS,Palco M'Boi Mirim,"Av. Luiz Gushiken, 2140 - Chácara Santana",24/05/2026,16:30,Gustavo Mioto,
Palcos e Pistas,Palcos ZS,Palco Parelheiros,"Rua Terezinha do Prado Oliveira, 100 - Jardim Novo Parelheiros",23/05/2026,16:00,Junior Torres,
Palcos e Pistas,Palcos ZS,Palco Parelheiros,"Rua Terezinha do Prado Oliveira, 100 - Jardim Novo Parelheiros",23/05/2026,17:00,Phelipe Soares,
Palcos e Pistas,Palcos ZS,Palco Parelheiros,"Rua Terezinha do Prado Oliveira, 100 - Jardim Novo Parelheiros",23/05/2026,18:00,DJ Poiano Stella,
Palcos e Pistas,Palcos ZS,Palco Parelheiros,"Rua Terezinha do Prado Oliveira, 100 - Jardim Novo Parelheiros",23/05/2026,19:00,Munhoz e Mariano,
Palcos e Pistas,Palcos ZS,Palco Parelheiros,"Rua Terezinha do Prado Oliveira, 100 - Jardim Novo Parelheiros",23/05/2026,21:30,Arlindinho,
Palcos e Pistas,Palcos ZS,Palco Parelheiros,"Rua Terezinha do Prado Oliveira, 100 - Jardim Novo Parelheiros",24/05/2026,00:00,DJ Poiano Stella,
Palcos e Pistas,Palcos ZS,Palco Parelheiros,"Rua Terezinha do Prado Oliveira, 100 - Jardim Novo Parelheiros",24/05/2026,10:00,Valmor Santana,
Palcos e Pistas,Palcos ZS,Palco Parelheiros,"Rua Terezinha do Prado Oliveira, 100 - Jardim Novo Parelheiros",24/05/2026,12:00,Bruno Rosa,
Palcos e Pistas,Palcos ZS,Palco Parelheiros,"Rua Terezinha do Prado Oliveira, 100 - Jardim Novo Parelheiros",24/05/2026,14:30,Beto Barbosa,
Palcos e Pistas,Palcos ZS,Palco Parelheiros,"Rua Terezinha do Prado Oliveira, 100 - Jardim Novo Parelheiros",24/05/2026,16:30,Clayton e Romário,
Palcos e Pistas,Palcos ZS,Palco Parelheiros,"Rua Terezinha do Prado Oliveira, 100 - Jardim Novo Parelheiros",24/05/2026,19:00,Roberta Miranda,
Equipamentos Culturais,,Arquivo Histórico Municipal,"Praça Cel. Fernando Prestes, 152 - Bom Retiro",23/05/2026,10:30,Roda de bordado em fotografia: Experimentação poética.,
Equipamentos Culturais,Bibliotecas,Biblioteca Camila Cerqueira César,"R. Valdemar Sanches, 41 - Butantã",23/05/2026,10:00,Brincando com a dança,
Equipamentos Culturais,Bibliotecas,Biblioteca Camila Cerqueira César,"R. Valdemar Sanches, 41 - Butantã",23/05/2026,12:00,O Circo da Lona Preta,
Equipamentos Culturais,Bibliotecas,Biblioteca Belmonte - Santo Amaro,"R. Paulo Eiró, 525 - Santo Amaro",23/05/2026,10:00,Sarau Serelepe com Baque CT,
Equipamentos Culturais,Bibliotecas,Biblioteca Belmonte - Santo Amaro,"R. Paulo Eiró, 525 - Santo Amaro",23/05/2026,13:00,Roda de Capoeira contemporânea com Mestre Jaburu,
Equipamentos Culturais,Bibliotecas,Biblioteca Brito Broca,"Av. Mutinga, 1425 - Vila Pirituba",23/05/2026,10:00,Cacuriando,
Equipamentos Culturais,Bibliotecas,Biblioteca Brito Broca,"Av. Mutinga, 1425 - Vila Pirituba",23/05/2026,12:00,Da Terra ao Céu,
Equipamentos Culturais,Bibliotecas,Biblioteca Álvaro Guerra,"Av. Pedroso de Morais, 1919 - Pinheiros",23/05/2026,10:00,Feira de troca de livros e gibis,
Equipamentos Culturais,Bibliotecas,Biblioteca Anne Frank (CCD),"R. Cojuba, 45 - Itaim Bibi",23/05/2026,11:00,Sarau em Trânsito,
Equipamentos Culturais,Bibliotecas,Biblioteca Hans Christian Andersen,"Av. Celso Garcia, 4142 - Tatuapé",23/05/2026,10:00,Estripulias Di Picadeiro,
Equipamentos Culturais,Bibliotecas,Biblioteca Hans Christian Andersen,"Av. Celso Garcia, 4142 - Tatuapé",23/05/2026,12:00,A Vovó Tá On!,
Equipamentos Culturais,Bibliotecas,Biblioteca Malba Tahan - Capela do Socorro,"R. Brás Pires Meira, 100 - Jardim Susana",23/05/2026,11:00,A Lenda do Desaparecimento do Sol,
Equipamentos Culturais,Bibliotecas,Biblioteca Malba Tahan - Capela do Socorro,"R. Brás Pires Meira, 100 - Jardim Susana",23/05/2026,13:00,Sarau Preto no Branco,
Equipamentos Culturais,Bibliotecas,Biblioteca Mário Schenberg,"R. Catão, 611 - Vila Romana",23/05/2026,10:00,Histórias de Pretinhas para todas as idades,
Equipamentos Culturais,Bibliotecas,Biblioteca Mário Schenberg,"R. Catão, 611 - Vila Romana",23/05/2026,11:00,O Penúltimo Sinal,
Equipamentos Culturais,Bibliotecas,Biblioteca Mário Schenberg,"R. Catão, 611 - Vila Romana",23/05/2026,12:00,O Penúltimo Sinal,
Equipamentos Culturais,Bibliotecas,Biblioteca Mário Schenberg,"R. Catão, 611 - Vila Romana",23/05/2026,13:00,Hours Jazz Group,
Equipamentos Culturais,Bibliotecas,Biblioteca José Mauro - Parque Edu Chaves,"Praça Comandante Eduardo de Oliveira, 100 - Parque Edu Chaves",23/05/2026,13:00,"A feira de Chico, Gonzaga e Jackson",
Equipamentos Culturais,Bibliotecas,Biblioteca Padre José de Anchieta,"R. Antônio Maia, 651 - Vila Perus",23/05/2026,10:00,Canções de Girafolão e outros bichos diferentes,
Equipamentos Culturais,Bibliotecas,Biblioteca Padre José de Anchieta,"R. Antônio Maia, 651 - Vila Perus",23/05/2026,13:00,Bora Jogar Perus – Jogos de Tabuleiro Modernos,
Equipamentos Culturais,Bibliotecas,Biblioteca Padre José de Anchieta,"R. Antônio Maia, 651 - Vila Perus",23/05/2026,13:00,Congo do Embodeiro Queixada,
Equipamentos Culturais,Bibliotecas,Biblioteca Padre José de Anchieta,"R. Antônio Maia, 651 - Vila Perus",23/05/2026,15:00,Capoeira,
Equipamentos Culturais,Bibliotecas,Biblioteca Paulo Duarte - Jabaquara,"R. Arsênio Tavolieri, 45 - Jardim Oriental",23/05/2026,10:00,O caminho dos tambores,
Equipamentos Culturais,Bibliotecas,Biblioteca Paulo Duarte - Jabaquara,"R. Arsênio Tavolieri, 45 - Jardim Oriental",23/05/2026,13:00,Sarau do Slam Oz,
Equipamentos Culturais,Bibliotecas,Biblioteca Paulo Sérgio Duarte Milliet,"Praça Ituzaingó, s/n - Vila Reg. Feijó",23/05/2026,10:30,Contação de histórias com a Benvinda Cia,
Equipamentos Culturais,Bibliotecas,Biblioteca Paulo Sérgio Duarte Milliet,"Praça Ituzaingó, s/n - Vila Reg. Feijó",23/05/2026,11:00,Causos de Bichos do Brasil,
Equipamentos Culturais,Bibliotecas,Biblioteca Paulo Sérgio Duarte Milliet,"Praça Ituzaingó, s/n - Vila Reg. Feijó",23/05/2026,13:00,Carimbó Ritmos e Raízes,
Equipamentos Culturais,Bibliotecas,Biblioteca Raul Bopp - Aclimação,"Rua Muniz de Sousa, 1155 - Aclimação",23/05/2026,10:00,Histórias ao Som da Rabeca,
Equipamentos Culturais,Bibliotecas,Biblioteca Raul Bopp - Aclimação,"Rua Muniz de Sousa, 1155 - Aclimação",23/05/2026,13:00,Brincadeira que Encanta - O Cirquinho das Primeiras Emoções,
Equipamentos Culturais,Bibliotecas,Biblioteca Ricardo Ramos - Vila Prudente,"Praça do Centenário de Vila Prudente, 25 - Vila Prudente",23/05/2026,10:30,"Pegue, Leve e Leia",
Equipamentos Culturais,Bibliotecas,Biblioteca Ricardo Ramos - Vila Prudente,"Praça do Centenário de Vila Prudente, 25 - Vila Prudente",23/05/2026,11:00,Histórias Africanas e Afro-Brasileiras para a Primeira Infância,
Equipamentos Culturais,Bibliotecas,Biblioteca Roberto Santos,"R. Cisplatina, 505 - Ipiranga",23/05/2026,13:00,"Brincando, Contando e Criando Bonecas Abayomis",
Equipamentos Culturais,Bibliotecas,Biblioteca Viriato Corrêa,"R. Sena Madureira, 298 - Vila Mariana",23/05/2026,10:30,Meditação,
Equipamentos Culturais,Bibliotecas,Biblioteca Viriato Corrêa,"R. Sena Madureira, 298 - Vila Mariana",23/05/2026,22:00,Fantástica Jornada Noite Adentro - Um Olhar aos Mundos da Magia,
Equipamentos Culturais,Bibliotecas,Biblioteca Viriato Corrêa,"R. Sena Madureira, 298 - Vila Mariana",24/05/2026,10:00,Oficina de Espanhol,
Equipamentos Culturais,Bibliotecas,Biblioteca Viriato Corrêa,"R. Sena Madureira, 298 - Vila Mariana",24/05/2026,15:00,Oficina de Desafios Criativos,
Equipamentos Culturais,Bibliotecas,Bosque de Leitura Chácara do Jockey,"R. Santa Crescência, 201 - Ferreira",23/05/2026,10:30,Performance - Intervenção artística: Entre Sopros de Palavras e Miudezas,
Equipamentos Culturais,Bibliotecas,Bosque de Leitura Parque Anhanguera,Parque Anhanguera,24/05/2026,15:00,Arvoreteca,
