slug,categoria,regiao_codigo,regiao,local,endereco,data,hora_inicio,hora_fim,atracao,djs_intervalo,inicio_iso,fim_iso
tendal-da-lapa-2026-05-23-22-00-colera,Equipamentos Culturais,Centros Culturais,Centros Culturais,Tendal da Lapa,"R. Guaicurus, 1100 - Água Branca",2026-05-23,22:00,00:00,Cólera,,2026-05-23T22:00:00,2026-05-24T00:00:00
tendal-da-lapa-2026-05-24-00-00-smash-it-up,Equipamentos Culturais,Centros Culturais,Centros Culturais,Tendal da Lapa,"R. Guaicurus, 1100 - Água Branca",2026-05-24,00:00,12:00,Smash It Up,,2026-05-24T00:00:00,2026-05-24T12:00:00
tendal-da-lapa-2026-05-24-12-00-garotos-podres,Equipamentos Culturais,Centros Culturais,Centros Culturais,Tendal da Lapa,"R. Guaicurus, 1100 - Água Branca",2026-05-24,12:00,13:00,Garotos Podres,,2026-05-24T12:00:00,2026-05-24T13:00:00
tendal-da-lapa-2026-05-24-13-00-desacato-civil,Equipamentos Culturais,Centros Culturais,Centros Culturais,Tendal da Lapa,"R. Guaicurus, 1100 - Água Branca",2026-05-24,13:00,14:00,Desacato Civil,,2026-05-24T13:00:00,2026-05-24T14:00:00
tendal-da-lapa-2026-05-24-14-00-supla,Equipamentos Culturais,Centros Culturais,Centros Culturais,Tendal da Lapa,"R. Guaicurus, 1100 - Água Branca",2026-05-24,14:00,15:00,Supla,,2026-05-24T14:00:00,2026-05-24T15:00:00
tendal-da-lapa-2026-05-24-15-00-bayside-kings,Equipamentos Culturais,Centros Culturais,Centros Culturais,Tendal da Lapa,"R. Guaicurus, 1100 - Água Branca",2026-05-24,15:00,16:00,Bayside Kings,,2026-05-24T15:00:00,2026-05-24T16:00:00
tendal-da-lapa-2026-05-24-16-00-hateen,Equipamentos Culturais,Centros Culturais,Centros Culturais,Tendal da Lapa,"R. Guaicurus, 1100 - Água Branca",2026-05-24,16:00,18:00,Hateen,,2026-05-24T16:00:00,2026-05-24T18:00:00
tendal-da-lapa-2026-05-24-18-00-dead-fish,Equipamentos Culturais,Centros Culturais,Centros Culturais,Tendal da Lapa,"R. Guaicurus, 1100 - Água Branca",2026-05-24,18:00,19:00,Dead Fish,,2026-05-24T18:00:00,2026-05-24T19:00:00
chacara-lane-2026-05-23-14-00-xilo-no-museu-impressoes-da-cidade,Equipamentos Culturais,Museu da Cidade de São Paulo,Museu da Cidade de São Paulo,Chácara Lane,"Rua da Consolação, 1024 - Consolação",2026-05-23,14:00,15:00,Xilo No Museu - impressões da cidade,,2026-05-23T14:00:00,2026-05-23T15:00:00
teatro-alfredo-mesquita-2026-05-23-16-00-serei-sereia,Equipamentos Culturais,Teatros,Teatros,Teatro Alfredo Mesquita,"Av. Santos Dumont, 1770 - Santana",2026-05-23,16:00,20:00,Serei Sereia?,,2026-05-23T16:00:00,2026-05-23T20:00:00
teatro-alfredo-mesquita-2026-05-23-20-00-vozes-da-floresta-chico-mendes-vive,Equipamentos Culturais,Teatros,Teatros,Teatro Alfredo Mesquita,"Av. Santos Dumont, 1770 - Santana",2026-05-23,20:00,11:00,Vozes da Floresta - Chico Mendes Vive,,2026-05-23T20:00:00,2026-05-24T11:00:00
teatro-alfredo-mesquita-2026-05-24-11-00-o-jardim-da-minha-avo-teatro-para-bebes,Equipamentos Culturais,Teatros,Teatros,Teatro Alfredo Mesquita,"Av. Santos Dumont, 1770 - Santana",2026-05-24,11:00,16:00,O Jardim da Minha Avó (teatro para bebês),,2026-05-24T11:00:00,2026-05-24T16:00:00
teatro-alfredo-mesquita-2026-05-24-16-00-joana-e-o-principe-silencioso,Equipamentos Culturais,Teatros,Teatros,Teatro Alfredo Mesquita,"Av. Santos Dumont, 1770 - Santana",2026-05-24,16:00,17:00,Joana e o Príncipe Silencioso,,2026-05-24T16:00:00,2026-05-24T17:00:00
teatro-arthur-azevedo-2026-05-23-16-00-diferentao-o-passarinho-que-nao-sabia-cantar,Equipamentos Culturais,Teatros,Teatros,Teatro Arthur Azevedo,"Av. Paes de Barros, 955 - Alto da Mooca",2026-05-23,16:00,20:00,Diferentão - O passarinho que não sabia cantar,,2026-05-23T16:00:00,2026-05-23T20:00:00
teatro-arthur-azevedo-2026-05-23-20-00-teatro-baile-conta-missa-do-vaqueiro,Equipamentos Culturais,Teatros,Teatros,Teatro Arthur Azevedo,"Av. Paes de Barros, 955 - Alto da Mooca",2026-05-23,20:00,21:00,Teatro-baile conta Missa do Vaqueiro,,2026-05-23T20:00:00,2026-05-23T21:00:00
teatro-arthur-azevedo-2026-05-23-21-00-queda-de-baleia-ou-canto-para-dancar-com-minha-morte,Equipamentos Culturais,Teatros,Teatros,Teatro Arthur Azevedo,"Av. Paes de Barros, 955 - Alto da Mooca",2026-05-23,21:00,11:00,"Queda de Baleia, ou Canto Para Dançar Com Minha Morte",,2026-05-23T21:00:00,2026-05-24T11:00:00
teatro-arthur-azevedo-2026-05-24-11-00-os-ceus-e-suas-historias,Equipamentos Culturais,Teatros,Teatros,Teatro Arthur Azevedo,"Av. Paes de Barros, 955 - Alto da Mooca",2026-05-24,11:00,16:00,Os Céus e Suas Histórias,,2026-05-24T11:00:00,2026-05-24T16:00:00
teatro-arthur-azevedo-2026-05-24-16-00-fuba-uma-receita-para-o-tempo-com-impacto-agasias-grupo-de-teatro,Equipamentos Culturais,Teatros,Teatros,Teatro Arthur Azevedo,"Av. Paes de Barros, 955 - Alto da Mooca",2026-05-24,16:00,17:00,"Fubá uma receita para o tempo, com Impacto Agasias Grupo de Teatro",,2026-05-24T16:00:00,2026-05-24T17:00:00
teatro-paulo-eiro-2026-05-23-16-00-navegantes,Equipamentos Culturais,Teatros,Teatros,Teatro Paulo Eiró,"Av. Adolfo Pinheiro, 765 - Santo Amaro",2026-05-23,16:00,20:00,Navegantes,,2026-05-23T16:00:00,2026-05-23T20:00:00
teatro-paulo-eiro-2026-05-23-20-00-um-grito-parado-no-ar,Equipamentos Culturais,Teatros,Teatros,Teatro Paulo Eiró,"Av. Adolfo Pinheiro, 765 - Santo Amaro",2026-05-23,20:00,11:00,Um Grito Parado no Ar,,2026-05-23T20:00:00,2026-05-24T11:00:00
teatro-paulo-eiro-2026-05-24-11-00-brun-blaa-teatro-para-bebes,Equipamentos Culturais,Teatros,Teatros,Teatro Paulo Eiró,"Av. Adolfo Pinheiro, 765 - Santo Amaro",2026-05-24,11:00,16:00,Brun Blaà - Teatro para Bebês,,2026-05-24T11:00:00,2026-05-24T16:00:00
teatro-paulo-eiro-2026-05-24-16-00-uma-boneca-para-menitinh,Equipamentos Culturais,Teatros,Teatros,Teatro Paulo Eiró,"Av. Adolfo Pinheiro, 765 - Santo Amaro",2026-05-24,16:00,17:00,Uma Boneca Para Menitinh,,2026-05-24T16:00:00,2026-05-24T17:00:00
