slug,categoria,regiao_codigo,regiao,local,endereco,data,hora_inicio,hora_fim,atracao,djs_intervalo,inicio_iso,fim_iso
palco-anhangabau-2026-05-23-17-00-joao-carlos-martins,Palcos e Pistas,Centro,Centro,Palco Anhangabaú,"Pq Anhangabaú, 350 - Centro Histórico de São Paulo",2026-05-23,17:00,18:00,João Carlos Martins,,2026-05-23T17:00:00,2026-05-23T18:00:00
palco-anhangabau-2026-05-23-18-00-mocidade-alegre,Palcos e Pistas,Centro,Centro,Palco Anhangabaú,"Pq Anhangabaú, 350 - Centro Histórico de São Paulo",2026-05-23,18:00,19:30,Mocidade Alegre,,2026-05-23T18:00:00,2026-05-23T19:30:00
palco-anhangabau-2026-05-23-19-30-pericles,Palcos e Pistas,Centro,Centro,Palco Anhangabaú,"Pq Anhangabaú, 350 - Centro Histórico de São Paulo",2026-05-23,19:30,22:00,Péricles,,2026-05-23T19:30:00,2026-05-23T22:00:00
palco-anhangabau-2026-05-23-22-00-luisa-sonza,Palcos e Pistas,Centro,Centro,Palco Anhangabaú,"Pq Anhangabaú, 350 - Centro Histórico de São Paulo",2026-05-23,22:00,00:30,Luisa Sonza,,2026-05-23T22:00:00,2026-05-24T00:30:00
palco-anhangabau-2026-05-24-00-30-manu-chao,Palcos e Pistas,Centro,Centro,Palco Anhangabaú,"Pq Anhangabaú, 350 - Centro Histórico de São Paulo",2026-05-24,00:30,03:00,Manu Chao,,2026-05-24T00:30:00,2026-05-24T03:00:00
palco-anhangabau-2026-05-24-03-00-orchestre-polyritmo-de-cotonou,Palcos e Pistas,Centro,Centro,Palco Anhangabaú,"Pq Anhangabaú, 350 - Centro Histórico de São Paulo",2026-05-24,03:00,05:30,Orchestre Polyritmo de Cotonou,,2026-05-24T03:00:00,2026-05-24T05:30:00
palco-anhangabau-2026-05-24-05-30-western-standard-time,Palcos e Pistas,Centro,Centro,Palco Anhangabaú,"Pq Anhangabaú, 350 - Centro Histórico de São Paulo",2026-05-24,05:30,09:00,Western Standard Time,,2026-05-24T05:30:00,2026-05-24T09:00:00
palco-anhangabau-2026-05-24-09-00-funmilayo-afrobeat-orquestra,Palcos e Pistas,Centro,Centro,Palco Anhangabaú,"Pq Anhangabaú, 350 - Centro Histórico de São Paulo",2026-05-24,09:00,14:00,Funmilayo Afrobeat Orquestra,,2026-05-24T09:00:00,2026-05-24T14:00:00
palco-anhangabau-2026-05-24-14-00-marina-sena,Palcos e Pistas,Centro,Centro,Palco Anhangabaú,"Pq Anhangabaú, 350 - Centro Histórico de São Paulo",2026-05-24,14:00,16:30,Marina Sena,,2026-05-24T14:00:00,2026-05-24T16:30:00
palco-anhangabau-2026-05-24-16-30-seu-jorge,Palcos e Pistas,Centro,Centro,Palco Anhangabaú,"Pq Anhangabaú, 350 - Centro Histórico de São Paulo",2026-05-24,16:30,18:30,Seu Jorge,,2026-05-24T16:30:00,2026-05-24T18:30:00
palco-anhangabau-2026-05-24-18-30-alexandre-pires,Palcos e Pistas,Centro,Centro,Palco Anhangabaú,"Pq Anhangabaú, 350 - Centro Histórico de São Paulo",2026-05-24,18:30,19:30,Alexandre Pires,,2026-05-24T18:30:00,2026-05-24T19:30:00
palco-arouche-2026-05-23-19-00-jadsa,Palcos e Pistas,Centro,Centro,Palco Arouche,Largo do Arouche s/n - Centro,2026-05-23,19:00,21:00,Jadsa,,2026-05-23T19:00:00,2026-05-23T21:00:00
palco-arouche-2026-05-23-21-00-catto,Palcos e Pistas,Centro,Centro,Palco Arouche,Largo do Arouche s/n - Centro,2026-05-23,21:00,23:00,Catto,,2026-05-23T21:00:00,2026-05-23T23:00:00
palco-arouche-2026-05-23-23-00-brisa-flow-e-dj-lys-ventura,Palcos e Pistas,Centro,Centro,Palco Arouche,Largo do Arouche s/n - Centro,2026-05-23,23:00,01:00,Brisa Flow e DJ Lys Ventura,,2026-05-23T23:00:00,2026-05-24T01:00:00
palco-arouche-2026-05-24-01-00-ebony,Palcos e Pistas,Centro,Centro,Palco Arouche,Largo do Arouche s/n - Centro,2026-05-24,01:00,03:00,Ebony,,2026-05-24T01:00:00,2026-05-24T03:00:00
palco-arouche-2026-05-24-03-00-mc-luanna,Palcos e Pistas,Centro,Centro,Palco Arouche,Largo do Arouche s/n - Centro,2026-05-24,03:00,05:00,Mc Luanna,,2026-05-24T03:00:00,2026-05-24T05:00:00
palco-arouche-2026-05-24-05-00-urias,Palcos e Pistas,Centro,Centro,Palco Arouche,Largo do Arouche s/n - Centro,2026-05-24,05:00,10:00,Urias,,2026-05-24T05:00:00,2026-05-24T10:00:00
palco-arouche-2026-05-24-10-00-bruna-mendez,Palcos e Pistas,Centro,Centro,Palco Arouche,Largo do Arouche s/n - Centro,2026-05-24,10:00,12:00,Bruna Mendez,,2026-05-24T10:00:00,2026-05-24T12:00:00
palco-arouche-2026-05-24-12-00-nubia,Palcos e Pistas,Centro,Centro,Palco Arouche,Largo do Arouche s/n - Centro,2026-05-24,12:00,14:00,Núbia,,2026-05-24T12:00:00,2026-05-24T14:00:00
palco-arouche-2026-05-24-14-00-tulipa-ruiz,Palcos e Pistas,Centro,Centro,Palco Arouche,Largo do Arouche s/n - Centro,2026-05-24,14:00,16:00,Tulipa Ruiz,,2026-05-24T14:00:00,2026-05-24T16:00:00
palco-arouche-2026-05-24-16-00-ajulliacosta,Palcos e Pistas,Centro,Centro,Palco Arouche,Largo do Arouche s/n - Centro,2026-05-24,16:00,18:00,Ajulliacosta,,2026-05-24T16:00:00,2026-05-24T18:00:00
palco-arouche-2026-05-24-18-00-ceu-20-anos,Palcos e Pistas,Centro,Centro,Palco Arouche,Largo do Arouche s/n - Centro,2026-05-24,18:00,19:00,Céu - 20 anos,,2026-05-24T18:00:00,2026-05-24T19:00:00
centro-cultural-olido-2026-05-23-18-00-mulheriu-cla,Palcos e Pistas,Centro,Centro,Centro Cultural Olido,"Av. São João, 473 - Centro Histórico de São Paulo",2026-05-23,18:00,20:30,Mulheriu Clã,,2026-05-23T18:00:00,2026-05-23T20:30:00
centro-cultural-olido-2026-05-23-20-30-uma-viagem-pela-india-atraves-da-danca,Palcos e Pistas,Centro,Centro,Centro Cultural Olido,"Av. São João, 473 - Centro Histórico de São Paulo",2026-05-23,20:30,23:00,Uma Viagem pela Índia através da Dança,,2026-05-23T20:30:00,2026-05-23T23:00:00
centro-cultural-olido-2026-05-23-23-00-bienal-internacional-de-danca-do-ceara-apresenta-nosso-baile,Palcos e Pistas,Centro,Centro,Centro Cultural Olido,"Av. São João, 473 - Centro Histórico de São Paulo",2026-05-23,23:00,11:00,Bienal Internacional de Dança do Ceará apresenta Nosso Baile,,2026-05-23T23:00:00,2026-05-24T11:00:00
centro-cultural-olido-2026-05-24-11-00-ariah-08-ao-80,Palcos e Pistas,Centro,Centro,Centro Cultural Olido,"Av. São João, 473 - Centro Histórico de São Paulo",2026-05-24,11:00,16:00,Ariah - 08 ao 80,,2026-05-24T11:00:00,2026-05-24T16:00:00
centro-cultural-olido-2026-05-24-16-00-jorge-garcia-companhia-de-danca-inflamavel-com-o-oceano-inteiro-para-nadar,Palcos e Pistas,Centro,Centro,Centro Cultural Olido,"Av. São João, 473 - Centro Histórico de São Paulo",2026-05-24,16:00,16:00,Jorge Garcia Companhia de Dança - Inflamável com o Oceano Inteiro para Nadar,,2026-05-24T16:00:00,2026-05-24T16:00:00
centro-cultural-olido-2026-05-24-16-00-orquestra-brasileira-de-musica-jamaicana,Palcos e Pistas,Centro,Centro,Centro Cultural Olido,"Av. São João, 473 - Centro Histórico de São Paulo",2026-05-24,16:00,21:00,Orquestra Brasileira de Música Jamaicana,,2026-05-24T16:00:00,2026-05-24T21:00:00
centro-cultural-olido-2026-05-24-21-00-cia-atelie-do-gesto,Palcos e Pistas,Centro,Centro,Centro Cultural Olido,"Av. São João, 473 - Centro Histórico de São Paulo",2026-05-24,21:00,18:00,Cia Ateliê do Gesto,,2026-05-24T21:00:00,2026-05-24T18:00:00
jazz-24h-ramos-de-azevedo-2026-05-23-18-00-deejazz-participacao-izzy-gordon,Palcos e Pistas,Centro,Centro,Jazz 24h - Ramos de Azevedo,"Praça Ramos de Azevedo, República",2026-05-23,18:00,20:00,Deejazz participação Izzy Gordon,"DJ Janaina Nas, DJ Mary G, DJ Calle e DJ Pensanuvem",2026-05-23T18:00:00,2026-05-23T20:00:00
jazz-24h-ramos-de-azevedo-2026-05-23-20-00-sintia-piccin-quinteto,Palcos e Pistas,Centro,Centro,Jazz 24h - Ramos de Azevedo,"Praça Ramos de Azevedo, República",2026-05-23,20:00,22:00,Sintia Piccin Quinteto,"DJ Janaina Nas, DJ Mary G, DJ Calle e DJ Pensanuvem",2026-05-23T20:00:00,2026-05-23T22:00:00
jazz-24h-ramos-de-azevedo-2026-05-23-22-00-marcos-fischer-quinteto,Palcos e Pistas,Centro,Centro,Jazz 24h - Ramos de Azevedo,"Praça Ramos de Azevedo, República",2026-05-23,22:00,00:00,Marcos Fischer Quinteto,"DJ Janaina Nas, DJ Mary G, DJ Calle e DJ Pensanuvem",2026-05-23T22:00:00,2026-05-24T00:00:00
jazz-24h-ramos-de-azevedo-2026-05-24-00-00-joy-sales-tributo-a-erikah-badu,Palcos e Pistas,Centro,Centro,Jazz 24h - Ramos de Azevedo,"Praça Ramos de Azevedo, República",2026-05-24,00:00,02:00,Joy Sales tributo a Erikah Badu,"DJ Janaina Nas, DJ Mary G, DJ Calle e DJ Pensanuvem",2026-05-24T00:00:00,2026-05-24T02:00:00
jazz-24h-ramos-de-azevedo-2026-05-24-02-00-lucas-gomes-quinteto,Palcos e Pistas,Centro,Centro,Jazz 24h - Ramos de Azevedo,"Praça Ramos de Azevedo, República",2026-05-24,02:00,03:30,Lucas Gomes Quinteto,"DJ Janaina Nas, DJ Mary G, DJ Calle e DJ Pensanuvem",2026-05-24T02:00:00,2026-05-24T03:30:00
jazz-24h-ramos-de-azevedo-2026-05-24-03-30-barranco-trio,Palcos e Pistas,Centro,Centro,Jazz 24h - Ramos de Azevedo,"Praça Ramos de Azevedo, República",2026-05-24,03:30,05:00,Barranco Trio,"DJ Janaina Nas, DJ Mary G, DJ Calle e DJ Pensanuvem",2026-05-24T03:30:00,2026-05-24T05:00:00
jazz-24h-ramos-de-azevedo-2026-05-24-05-00-tarkus-trio,Palcos e Pistas,Centro,Centro,Jazz 24h - Ramos de Azevedo,"Praça Ramos de Azevedo, República",2026-05-24,05:00,09:00,Tarkus Trio,"DJ Janaina Nas, DJ Mary G, DJ Calle e DJ Pensanuvem",2026-05-24T05:00:00,2026-05-24T09:00:00
jazz-24h-ramos-de-azevedo-2026-05-24-09-00-lilian-estela-quarteto,Palcos e Pistas,Centro,Centro,Jazz 24h - Ramos de Azevedo,"Praça Ramos de Azevedo, República",2026-05-24,09:00,11:00,Lilian Estela Quarteto,"DJ Janaina Nas, DJ Mary G, DJ Calle e DJ Pensanuvem",2026-05-24T09:00:00,2026-05-24T11:00:00
jazz-24h-ramos-de-azevedo-2026-05-24-11-00-giu-nogueira-quarteto,Palcos e Pistas,Centro,Centro,Jazz 24h - Ramos de Azevedo,"Praça Ramos de Azevedo, República",2026-05-24,11:00,13:00,Giu Nogueira Quarteto,"DJ Janaina Nas, DJ Mary G, DJ Calle e DJ Pensanuvem",2026-05-24T11:00:00,2026-05-24T13:00:00
jazz-24h-ramos-de-azevedo-2026-05-24-13-00-lua-bernado-quinteto,Palcos e Pistas,Centro,Centro,Jazz 24h - Ramos de Azevedo,"Praça Ramos de Azevedo, República",2026-05-24,13:00,15:00,Lua Bernado Quinteto,"DJ Janaina Nas, DJ Mary G, DJ Calle e DJ Pensanuvem",2026-05-24T13:00:00,2026-05-24T15:00:00
jazz-24h-ramos-de-azevedo-2026-05-24-15-00-gabriel-gaiardo-trio,Palcos e Pistas,Centro,Centro,Jazz 24h - Ramos de Azevedo,"Praça Ramos de Azevedo, República",2026-05-24,15:00,17:00,Gabriel Gaiardo Trio,"DJ Janaina Nas, DJ Mary G, DJ Calle e DJ Pensanuvem",2026-05-24T15:00:00,2026-05-24T17:00:00
jazz-24h-ramos-de-azevedo-2026-05-24-17-00-bocato-quinteto,Palcos e Pistas,Centro,Centro,Jazz 24h - Ramos de Azevedo,"Praça Ramos de Azevedo, República",2026-05-24,17:00,18:00,Bocato Quinteto,"DJ Janaina Nas, DJ Mary G, DJ Calle e DJ Pensanuvem",2026-05-24T17:00:00,2026-05-24T18:00:00
paissandu-2026-05-23-18-00-grupo-folclorico-paulista-caiapos-de-piracaia,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-23,18:00,19:00,Grupo Folclórico Paulista Caiapós de Piracaia,,2026-05-23T18:00:00,2026-05-23T19:00:00
paissandu-2026-05-23-19-00-grupo-grito-da-noite-santana-do-parnaiba,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-23,19:00,20:00,Grupo Grito da Noite - Santana do Parnaíba,,2026-05-23T19:00:00,2026-05-23T20:00:00
paissandu-2026-05-23-20-00-batuque-de-umbigada-mestre-bom-principio-rafard,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-23,20:00,21:00,Batuque de Umbigada Mestre Bom Princípio - Rafard,,2026-05-23T20:00:00,2026-05-23T21:00:00
paissandu-2026-05-23-21-00-batuque-de-umbigada-terreiro-mestre-herculano-tiete,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-23,21:00,21:30,Batuque de Umbigada Terreiro Mestre Herculano - Tietê,,2026-05-23T21:00:00,2026-05-23T21:30:00
paissandu-2026-05-23-21-30-cortejo-de-maracatus-maracatu-baque-ct-maracatu-de-baque-virado-com-a-cia-caracaxa-maracatu-baque-livre,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-23,21:30,22:00,"Cortejo de Maracatus (Maracatu Baque CT, Maracatu de Baque Virado com a Cia Caracaxá, Maracatu Baque Livre)",,2026-05-23T21:30:00,2026-05-23T22:00:00
paissandu-2026-05-23-22-00-jongo-turi-vimba-salto-de-pirapora,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-23,22:00,23:00,Jongo Turi Vimba - Salto de Pirapora,,2026-05-23T22:00:00,2026-05-23T23:00:00
paissandu-2026-05-23-23-00-jongo-mistura-da-raca-de-sao-jose-dos-campos,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-23,23:00,00:00,Jongo Mistura da Raça de São José dos Campos,,2026-05-23T23:00:00,2026-05-24T00:00:00
paissandu-2026-05-24-00-00-jongo-tamandare-de-guaratingueta,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-24,00:00,01:00,Jongo Tamandaré de Guaratinguetá,,2026-05-24T00:00:00,2026-05-24T01:00:00
paissandu-2026-05-24-01-00-jongo-filhos-da-semente-indaiatuba,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-24,01:00,02:00,Jongo Filhos da Semente - Indaiatuba,,2026-05-24T01:00:00,2026-05-24T02:00:00
paissandu-2026-05-24-02-00-jongo-embu-das-artes,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-24,02:00,03:00,Jongo Embu das Artes,,2026-05-24T02:00:00,2026-05-24T03:00:00
paissandu-2026-05-24-03-00-jongo-de-piquete,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-24,03:00,04:00,Jongo de Piquete,,2026-05-24T03:00:00,2026-05-24T04:00:00
paissandu-2026-05-24-04-00-jongo-nzungo,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-24,04:00,05:00,Jongo Nzungo,,2026-05-24T04:00:00,2026-05-24T05:00:00
paissandu-2026-05-24-05-00-condongueiros-do-campo-limpo,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-24,05:00,07:00,Condongueiros do Campo Limpo,,2026-05-24T05:00:00,2026-05-24T07:00:00
paissandu-2026-05-24-07-00-congada-sao-benedito-de-cotia-celebra-a-negritude,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-24,07:00,08:00,Congada São Benedito de Cotia Celebra a negritude,,2026-05-24T07:00:00,2026-05-24T08:00:00
paissandu-2026-05-24-08-00-congada-do-parque-sao-bernardo-sbc,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-24,08:00,09:00,Congada do Parque São Bernardo - SBC,,2026-05-24T08:00:00,2026-05-24T09:00:00
paissandu-2026-05-24-09-00-congada-dona-luiza-de-sao-bento-do-sapucai,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-24,09:00,10:00,Congada Dona Luiza de São Bento do Sapucaí,,2026-05-24T09:00:00,2026-05-24T10:00:00
paissandu-2026-05-24-10-00-congada-azul-de-atibaia,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-24,10:00,11:00,Congada Azul de Atibaia,,2026-05-24T10:00:00,2026-05-24T11:00:00
paissandu-2026-05-24-11-00-congada-marinheiros-de-piracaia,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-24,11:00,12:00,Congada Marinheiros de Piracaia,,2026-05-24T11:00:00,2026-05-24T12:00:00
paissandu-2026-05-24-12-00-congada-verde-de-periquitos-piracaia,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-24,12:00,13:00,Congada Verde de Periquitos Piracaia,,2026-05-24T12:00:00,2026-05-24T13:00:00
paissandu-2026-05-24-13-00-congada-de-sao-benedito-do-ere-tremembe,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-24,13:00,14:00,Congada de São Benedito do Erê - Tremembé,,2026-05-24T13:00:00,2026-05-24T14:00:00
paissandu-2026-05-24-14-00-congada-terno-de-sainha-irmaos-paiva-santo-antonio-da-alegria,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-24,14:00,15:00,Congada Terno de Sainha Irmãos Paiva - Santo Antonio da Alegria,,2026-05-24T14:00:00,2026-05-24T15:00:00
paissandu-2026-05-24-15-00-catupe-unidos-de-santa-efigenia-santo-antonio-da-alegria,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-24,15:00,16:00,Catupé Unidos de Santa Efigênia - Santo Antonio da Alegria,,2026-05-24T15:00:00,2026-05-24T16:00:00
paissandu-2026-05-24-16-00-bonecoes-pereiroes-e-batuque-tiao-monheca-monteiro-lobato,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-24,16:00,17:00,Boneções Pereirões e Batuque Tião Monheca - Monteiro Lobato,,2026-05-24T16:00:00,2026-05-24T17:00:00
paissandu-2026-05-24-17-00-bonecoes-da-mantiqueira-de-cacapava,Palcos e Pistas,Centro,Centro,Paissandu,"Lg. do Paissandú, s/n - Centro Histórico de São Paulo",2026-05-24,17:00,18:00,Boneções da Mantiqueira de Caçapava,,2026-05-24T17:00:00,2026-05-24T18:00:00
palco-sao-joao-2026-05-23-18-00-sidney-magal,Palcos e Pistas,Centro,Centro,Palco São João,"Av. São João, 1101 - República",2026-05-23,18:00,21:00,Sidney Magal,,2026-05-23T18:00:00,2026-05-23T21:00:00
palco-sao-joao-2026-05-23-21-00-odair-jose,Palcos e Pistas,Centro,Centro,Palco São João,"Av. São João, 1101 - República",2026-05-23,21:00,23:30,Odair José,,2026-05-23T21:00:00,2026-05-23T23:30:00
palco-sao-joao-2026-05-23-23-30-banda-fruto-sensual,Palcos e Pistas,Centro,Centro,Palco São João,"Av. São João, 1101 - República",2026-05-23,23:30,02:00,Banda Fruto Sensual,,2026-05-23T23:30:00,2026-05-24T02:00:00
palco-sao-joao-2026-05-24-02-00-gaby-amarantos,Palcos e Pistas,Centro,Centro,Palco São João,"Av. São João, 1101 - República",2026-05-24,02:00,04:30,Gaby Amarantos,,2026-05-24T02:00:00,2026-05-24T04:30:00
palco-sao-joao-2026-05-24-04-30-johnny-hooker,Palcos e Pistas,Centro,Centro,Palco São João,"Av. São João, 1101 - República",2026-05-24,04:30,11:00,Johnny Hooker,,2026-05-24T04:30:00,2026-05-24T11:00:00
palco-sao-joao-2026-05-24-11-00-rom-santana,Palcos e Pistas,Centro,Centro,Palco São João,"Av. São João, 1101 - República",2026-05-24,11:00,13:00,Rom Santana,,2026-05-24T11:00:00,2026-05-24T13:00:00
palco-sao-joao-2026-05-24-13-00-juliana-linhares,Palcos e Pistas,Centro,Centro,Palco São João,"Av. São João, 1101 - República",2026-05-24,13:00,15:00,Juliana Linhares,,2026-05-24T13:00:00,2026-05-24T15:00:00
palco-sao-joao-2026-05-24-15-00-otto-canta-reginaldo-rossi,Palcos e Pistas,Centro,Centro,Palco São João,"Av. São João, 1101 - República",2026-05-24,15:00,18:00,Otto canta Reginaldo Rossi,,2026-05-24T15:00:00,2026-05-24T18:00:00
palco-sao-joao-2026-05-24-18-00-joelma,Palcos e Pistas,Centro,Centro,Palco São João,"Av. São João, 1101 - República",2026-05-24,18:00,19:00,Joelma,,2026-05-24T18:00:00,2026-05-24T19:00:00
piano-na-praca-2026-05-23-18-00-yanto-show-solo,Palcos e Pistas,Centro,Centro,Piano na Praça,"Praça Dom José Gaspar, Centro Histórico de São Paulo",2026-05-23,18:00,20:00,Yantó - Show Solo,,2026-05-23T18:00:00,2026-05-23T20:00:00
piano-na-praca-2026-05-23-20-00-beba-zanettini-piano-solo,Palcos e Pistas,Centro,Centro,Piano na Praça,"Praça Dom José Gaspar, Centro Histórico de São Paulo",2026-05-23,20:00,02:00,Beba Zanettini - Piano Solo,,2026-05-23T20:00:00,2026-05-24T02:00:00
piano-na-praca-2026-05-24-02-00-ecomusica-e-tom-jobim-piano-solo,Palcos e Pistas,Centro,Centro,Piano na Praça,"Praça Dom José Gaspar, Centro Histórico de São Paulo",2026-05-24,02:00,04:00,EcoMusica e Tom Jobim Piano Solo,,2026-05-24T02:00:00,2026-05-24T04:00:00
piano-na-praca-2026-05-24-04-00-elias-jo-piano-na-praca,Palcos e Pistas,Centro,Centro,Piano na Praça,"Praça Dom José Gaspar, Centro Histórico de São Paulo",2026-05-24,04:00,06:00,Elias Jó - Piano na Praça,,2026-05-24T04:00:00,2026-05-24T06:00:00
piano-na-praca-2026-05-24-06-00-jane-duboc-em-de-la-pra-ca,Palcos e Pistas,Centro,Centro,Piano na Praça,"Praça Dom José Gaspar, Centro Histórico de São Paulo",2026-05-24,06:00,08:00,"Jane Duboc em ""de Lá Pra Cá""",,2026-05-24T06:00:00,2026-05-24T08:00:00
piano-na-praca-2026-05-24-08-00-kluber-melindre,Palcos e Pistas,Centro,Centro,Piano na Praça,"Praça Dom José Gaspar, Centro Histórico de São Paulo",2026-05-24,08:00,10:00,Klüber - Melindre,,2026-05-24T08:00:00,2026-05-24T10:00:00
piano-na-praca-2026-05-24-10-00-luana-mascari-onde-o-coracao-esta,Palcos e Pistas,Centro,Centro,Piano na Praça,"Praça Dom José Gaspar, Centro Histórico de São Paulo",2026-05-24,10:00,11:00,Luana Mascari - Onde o Coração Está,,2026-05-24T10:00:00,2026-05-24T11:00:00
pista-24-de-maio-2026-05-23-18-00-afrogroove,Palcos e Pistas,Centro,Centro,Pista 24 de maio,"R. 24 de Maio, 185 - República",2026-05-23,18:00,00:00,Afrogroove,,2026-05-23T18:00:00,2026-05-24T00:00:00
pista-24-de-maio-2026-05-24-00-00-fuego-dancehall,Palcos e Pistas,Centro,Centro,Pista 24 de maio,"R. 24 de Maio, 185 - República",2026-05-24,00:00,06:00,Fuego Dancehall,,2026-05-24T00:00:00,2026-05-24T06:00:00
pista-24-de-maio-2026-05-24-06-00-rotacao-brasil,Palcos e Pistas,Centro,Centro,Pista 24 de maio,"R. 24 de Maio, 185 - República",2026-05-24,06:00,12:00,Rotação Brasil,,2026-05-24T06:00:00,2026-05-24T12:00:00
pista-24-de-maio-2026-05-24-12-00-mathosa,Palcos e Pistas,Centro,Centro,Pista 24 de maio,"R. 24 de Maio, 185 - República",2026-05-24,12:00,13:00,Mathosa,,2026-05-24T12:00:00,2026-05-24T13:00:00
pista-aurora-2026-05-23-18-00-deekapz-apresenta-0800,Palcos e Pistas,Centro,Centro,Pista Aurora,"R. Aurora, 736 - Santa Ifigênia",2026-05-23,18:00,00:00,Deekapz apresenta 0800,,2026-05-23T18:00:00,2026-05-24T00:00:00
pista-aurora-2026-05-24-00-00-showmentaum,Palcos e Pistas,Centro,Centro,Pista Aurora,"R. Aurora, 736 - Santa Ifigênia",2026-05-24,00:00,06:00,Showmentaum,,2026-05-24T00:00:00,2026-05-24T06:00:00
pista-aurora-2026-05-24-06-00-heels-of-love,Palcos e Pistas,Centro,Centro,Pista Aurora,"R. Aurora, 736 - Santa Ifigênia",2026-05-24,06:00,12:00,Heels of Love,,2026-05-24T06:00:00,2026-05-24T12:00:00
pista-aurora-2026-05-24-12-00-sistema-criolina,Palcos e Pistas,Centro,Centro,Pista Aurora,"R. Aurora, 736 - Santa Ifigênia",2026-05-24,12:00,13:00,Sistema Criolina,,2026-05-24T12:00:00,2026-05-24T13:00:00
pista-da-republica-2026-05-23-18-00-veneno-live,Palcos e Pistas,Centro,Centro,Pista da República,"Praça da República, 23 - República",2026-05-23,18:00,00:00,Veneno Live,,2026-05-23T18:00:00,2026-05-24T00:00:00
pista-da-republica-2026-05-24-00-00-nyege-nyege,Palcos e Pistas,Centro,Centro,Pista da República,"Praça da República, 23 - República",2026-05-24,00:00,03:00,Nyege Nyege,,2026-05-24T00:00:00,2026-05-24T03:00:00
pista-da-republica-2026-05-24-03-00-edna-martinez,Palcos e Pistas,Centro,Centro,Pista da República,"Praça da República, 23 - República",2026-05-24,03:00,04:30,Edna Martinez,,2026-05-24T03:00:00,2026-05-24T04:30:00
pista-da-republica-2026-05-24-04-30-trepanado,Palcos e Pistas,Centro,Centro,Pista da República,"Praça da República, 23 - República",2026-05-24,04:30,12:00,Trepanado,,2026-05-24T04:30:00,2026-05-24T12:00:00
pista-da-republica-2026-05-24-12-00-gop-tun,Palcos e Pistas,Centro,Centro,Pista da República,"Praça da República, 23 - República",2026-05-24,12:00,13:00,Gop Tun,,2026-05-24T12:00:00,2026-05-24T13:00:00
quitanda-centro-2026-05-23-19-00-quinteto-mangabera-choro-em-festa,Palcos e Pistas,Centro,Centro,Quitanda Centro,"Centro - São Paulo, SP",2026-05-23,19:00,21:00,Quinteto Mangabera - Choro em Festa,,2026-05-23T19:00:00,2026-05-23T21:00:00
quitanda-centro-2026-05-23-21-00-choronas-30-anos,Palcos e Pistas,Centro,Centro,Quitanda Centro,"Centro - São Paulo, SP",2026-05-23,21:00,01:00,Choronas 30 anos,,2026-05-23T21:00:00,2026-05-24T01:00:00
